ID,0007CB0942,0007CD38E5,0007CD81D3,0007CD86B3,0007CDC395,0007CDC91B,0007CDDBAF,0007CE0327
0007CB0942,0,6,13,27,12,14,27,0
0007CD38E5,6,0,167,148,35,77,120,5
0007CD81D3,13,167,0,240,83,116,252,14
0007CD86B3,27,148,240,0,76,91,170,0
0007CDC395,12,35,83,76,0,73,140,4
0007CDC91B,14,77,116,91,73,0,187,12
0007CDDBAF,27,120,252,170,140,187,0,0
0007CE0327,0,5,14,0,4,12,0,0
