ID,0007AC2B02,0007CB0942,0007CB44CE,0007CB7051,0007CD6778,0007CD765E,0007CD77C5,0007CDADED,0007CDC443,0007CDDBAF
0007AC2B02,0,11,2,4,16,26,44,8,9,16
0007CB0942,10,0,1,7,6,15,22,18,1,2
0007CB44CE,10,2,0,2,0,2,4,1,1,0
0007CB7051,7,5,2,0,4,15,3,7,2,9
0007CD6778,9,5,2,4,0,11,15,5,4,0
0007CD765E,18,16,0,8,3,0,12,3,3,8
0007CD77C5,44,28,11,15,17,6,0,25,11,8
0007CDADED,14,13,1,7,4,6,41,0,21,7
0007CDC443,7,4,4,2,4,1,12,33,0,6
0007CDDBAF,12,1,0,10,1,8,19,6,11,0
