ID,0007AC2B02,0007CB0942,0007CB44CE,0007CB7051,0007CD6778,0007CD765E,0007CD77C5,0007CDADED,0007CDC443,0007CDDBAF
0007AC2B02,0,55.6666666666667,19.8111111111111,31.4666666666667,21.8,227.977777777778,303.477777777778,48.9555555555556,38.2333333333333,84.088888888889
0007CB0942,55.6666666666667,0,6.37777777777778,14.8333333333333,17.35,33.8111111111111,75.2,56.6111111111112,11.2,6.66666666666666
0007CB44CE,19.8111111111111,6.37777777777778,0,13.5,4.71666666666667,3,31.5333333333333,8,11.8833333333334,0
0007CB7051,31.4666666666667,14.8333333333333,13.5,0,10.7,31.9111111111111,31.4666666666667,21.3333333333333,12.95,57.5555555555556
0007CD6778,21.8,17.35,4.71666666666667,10.7,0,24.9333333333333,67.5333333333334,9.07777777777778,20.2333333333333,5.96666666666667
0007CD765E,227.977777777778,33.8111111111111,3,31.9111111111111,24.9333333333333,0,30.6111111111111,14.8333333333333,26.7666666666667,20.7444444444445
0007CD77C5,303.477777777778,75.2,31.5333333333333,31.4666666666667,67.5333333333334,30.6111111111111,0,121.555555555555,80.9666666666667,70.2666666666667
0007CDADED,48.9555555555556,56.6111111111112,8,21.3333333333333,9.07777777777778,14.8333333333333,121.555555555555,0,166.577777777778,19.7555555555555
0007CDC443,38.2333333333333,11.2,11.8833333333334,12.95,20.2333333333333,26.7666666666667,80.9666666666667,166.577777777778,0,25.8555555555555
0007CDDBAF,84.088888888889,6.66666666666666,0,57.5555555555556,5.96666666666667,20.7444444444445,70.2666666666667,19.7555555555555,25.8555555555555,0
